id,title,year,label,label_link,catalog_no,genre,links_wiki,photo_path,media,format,compilation,release_type,record_format,release_area,tracks,description,public
240,Post-Mersh Vol. 1,1987,SST,www.sstsuperstore.com,SST 138,Punk, Rock,,.postmersh1.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Search</li>\r\n<li>Tension</li>\r\n<li>Games</li>\r\n<li>Boiling</li>\r\n<li>Disguises</li>\r\n<li>The Struggle</li>\r\n<li>Monuments</li>\r\n<li>Ruins</li>\r\n<li>Issued</li>\r\n<li>The Punch Line</li>\r\n<li>Song for El Salvador</li>\r\n<li>History Lesson</li>\r\n<li>Fanatics</li>\r\n<li>No Parade</li>\r\n<li>Straight Jacket</li>\r\n<li>Gravity</li>\r\n<li>Warfare</li>\r\n<li>Static</li>\r\n<li>Bob Dylan Wrote Propaganda Songs</li>\r\n<li>One Chapter in the Book</li>\r\n<li>Beacon Sighted Through Fog</li>\r\n<li>Fake Contest</li>\r\n<li>Mutiny in Jonestown</li>\r\n<li>Pure Joy</li>\r\n<li>Faith/East Wind</li>\r\n<li>\99</li>\r\n<li>The Anchor</li>\r\n<li>Sell Or Be Sold</li>\r\n<li>The Only Minority</li>\r\n<li>Split Red</li>\r\n<li>Colors</li>\r\n<li>Plight</li>\r\n<li>This Road</li>\r\n<li>The Tin Roof</li>\r\n<li>Life as a Rehearsal</li>\r\n<li>Polarity</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
241,Project: Mersh,1985,SST,www.sstsuperstore.com,SST 034,Punk, Rock,Project_Mersh,.projectmersh.jpeg,CD,Single Disc,,EP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>The Cheerleaders</li>\r\n<li>King of the Hill</li>\r\n<li>Hey Lawdy Mama</li>\r\n<li>Take Our Test</li>\r\n<li>Tour-Spiel</li>\r\n<li>More Spiel</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
242,Politics of Time,1984,SST,www.sstsuperstore.com,SST 277,Punk, Rock,The_Politics_of_Time,.politicsoftime.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p><ol>\r\n<li>Base King</li>\r\n<li>Working Men Are Pissed</li>\r\n<li>I Shook Hands</li>\r\n<li>Below the Belt</li>\r\n<li>Shit You Hear at Parties</li>\r\n<li>The Big Lounge Scene</li>\r\n<li>Maternal Rite</li>\r\n<li>Tune for Wind God</li>\r\n<li>Party with Me Punker</li>\r\n<li>The Process</li>\r\n<li>Joy Jam</li>\r\n<li>Tony Gets Wasted in Pedro</li>\r\n<li>Swing to the Right</li>\r\n<li>&iexcl;Raza Si!</li>\r\n<li>Times</li>\r\n<li>Badges</li>\r\n<li>Fodder</li>\r\n<li>Futurism Restated</li>\r\n<li>Hollering</li>\r\n<li>Suburban Dialectic</li>\r\n<li>Contained</li>\r\n<li>On Trial</li>\r\n<li>Spraycan Wars</li>\r\n<li>My Part</li>\r\n<li>Fanatics</li>\r\n<li>Ack Ack Ack Ack</li>\r\n<li>The Big Blast for Youth</li>\r\n</ol></p>",,1
243,Double Nickels on the Dime,1984,SST,www.sstsuperstore.com,SST 028,Punk, Rock,Double_Nickels_on_the_Dime,.doublenickels.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>D.\'s Car Jam/Anxious Mo-fo</li>\r\n<li>Thetre Is the Life of You</li>\r\n<li>Viet Nam</li>\r\n<li>Cohesion</li>\r\n<li>It\'s Expected I\'m Gone</li>\r\n<li>#1 Hit Song</li>\r\n<li>Two Beads at the End</li>\r\n<li>Do You New Wave Or Do You Want the Truth?</li>\r\n<li>Don\'t Look Now</li>\r\n<li>Shit from an Old Notebook</li>\r\n<li>Nature Without Man</li>\r\n<li>One Reporter\'s Opinion</li>\r\n<li>Political Song for Michael Jackson to Sing</li>\r\n<li>Maybe Partying Will Help</li>\r\n<li>Toadies</li>\r\n<li>Retreat</li>\r\n<li>The Big Foist</li>\r\n<li>God Bows to Math</li>\r\n<li>Corona</li>\r\n<li>The Glory of Man</li>\r\n<li>Take 5, D.</li>\r\n<li>My Heart and the Real World</li>\r\n<li>History Lesson &mdash; Part II</li>\r\n<li>You Need the Glory</li>\r\n<li>The Roar of the Masses Could Be Farts</li>\r\n<li>West Germany</li>\r\n<li>The Politics of Time</li>\r\n<li>Themselves</li>\r\n<li>Please Don\'t Be Gentle with Me</li>\r\n<li>Nothing Indeed</li>\r\n<li>No Exchange</li>\r\n<li>There Ain\'t Shit on T.V. Tonight</li>\r\n<li>This Ain\'t No Picnic</li>\r\n<li>Spillage</li>\r\n<li>Untitled Song for Latin America</li>\r\n<li>Jesus and Tequila</li>\r\n<li>June 16th</li>\r\n<li>Storm in My House</li>\r\n<li>Martin\'s Story</li>\r\n<li>Dr. Wu</li>\r\n<li>The World According to Nouns</li>\r\n<li>Love Dance</li>\r\n<li>Three Car Jam</li>\r\n</ol></p>",,1
244,Ballot Result,1987,SST,www.sstsuperstore.com,SST 068,Punk, Rock,Ballot_Result,.ballotresult.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p><ol>\r\n<li>Little Man with a Gun in His Hand</li>\r\n<li>Political Song for Michael Jackson to Sing</li>\r\n<li>I Felt Like a Gringo</li>\r\n<li>Jesus and Tequila</li>\r\n<li>Courage</li>\r\n<li>King of the Hill</li>\r\n<li>Bermuda</li>\r\n<li>No One</li>\r\n<li>Mr. Robot\'s Holy Orders</li>\r\n<li>Ack Ack Ack</li>\r\n<li>History Lesson &mdash; Part Two</li>\r\n<li>This Ain\'t No Picnic</li>\r\n<li>The Cheerleaders</li>\r\n<li>Time</li>\r\n<li>Cut</li>\r\n<li>Split Red</li>\r\n<li>Shit You Hear at Parties</li>\r\n<li>Hell (Second Take)</li>\r\n<li>Tour-Spiel</li>\r\n<li>Take Our Test</li>\r\n<li>The Punch Line</li>\r\n<li>Search</li>\r\n<li>Bob Dylan Wrote Propaganda Songs</li>\r\n<li>Badges</li>\r\n<li>Tension</li>\r\n<li>If Reagan Played Disco</li>\r\n<li>No! No! No! to Draft and War/Joe McCarthy\'s Ghost</li>\r\n</ol></p>",,1
245,Mark\'s Keyboard Repair,1995,Mo Wax,,MOWAX 6971240892,Rock,Mark%27s_Keyboard_Repair,.markskeyboardrepair.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Pretty Pain</li>\r\n<li>No Fighting</li>\r\n<li>Ba Ba Ba Boom</li>\r\n<li>Have Clav Will Travel</li>\r\n<li>Don\t Miss the Boat</li>\r\n<li>Sunday Gardena Blvd.</li>\r\n<li>Insects Are All Around Us</li>\r\n<li>Scenes From...</li>\r\n<li>Poets Walk</li>\r\n<li>Spooky</li>\r\n<li>Cry</li>\r\n<li>Ease</li>\r\n<li>Got My Hand in Your Head</li>\r\n<li>That\s for Sure</li>\r\n<li>Sixth Synth</li>\r\n<li>Invitation</li>\r\n<li>Time Lapse Life</li>\r\n<li>Seven, Seven, Seven</li>\r\n<li>Sometimes You Gotta Make It Alone</li>\r\n<li>Pinto\s New Car</li>\r\n<li>Revolt of the Octopi</li>\r\n<li>Never Stop</li>\r\n<li>Slow Flames</li>\r\n<li>Hard Ass</li>\r\n<li>From the Beginning to the End</li>\r\n<li>Functions</li>\r\n<li>World Lesson Pt. 2</li>\r\n<li>Inner Laugh</li>\r\n<li>The Grade</li>\r\n<li>Mark\s Keyboard Repair</li>\r\n</ol></p>",,1
246,Push the Button,1998,Mo Wax,,MOWAX 3145409062,Rock,Push_the_Button_(Money_Mark),.pushthebutton.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Push the Button</li>\r\n<li>Too Like You</li>\r\n<li>Monkey Dot</li>\r\n<li>Tomorrow Will Be Like Today</li>\r\n<li>Poor Shakes</li>\r\n<li>Bossa Nova 101</li>\r\n<li>Rock in the Rain</li>\r\n<li>Crowns</li>\r\n<li>All the People</li>\r\n<li>Underneath It All</li>\r\n<li>I Don\t Play Piano</li>\r\n<li>Destroyer</li>\r\n<li>Hand in Your Head</li>\r\n<li>Trust</li>\r\n<li>Maybe I\m Dead</li>\r\n<li>Dha Teen Ta</li>\r\n<li>PowerHouse</li>\r\n<li>Harmonics of Life</li>\r\n</ol></p>",,1
247,Change Is Coming,2000,Emperor Norton,en.wikipedia.org/wiki/Emperor_Norton_Records,EMN 7045,Rock Funk,Change_is_Coming,.changeiscoming.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Chocochip</li>\r\n<li>Information Contraband</li>\r\n<li>Caught Without a Race</li>\r\n<li>Glitch in Da System</li>\r\n<li>Another Day to Love You</li>\r\n<li>Soul Drive Sixth Avenue</li>\r\n<li>People\s PartyRed Alert)</li>\r\n<li>Love Undisputed</li>\r\n<li>Doo Doo Doo</li>\r\n<li>Use Your Head</li>\r\n<li>Pepe y Irene</li>\r\n<li>RainNYC)</li>\r\n</ol></p>",,1
248,Demo? Or Demolition?,2004,Chocolate Industries,www.chocolateindustries.com,CHLT 063,Rock,Demo%3F_Or_Demolition%3F_EP,.demoordemolition.jpeg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Livid in a Madman\s Hell</li>\r\n<li>Burn Away</li>\r\n<li>Three O\Clock</li>\r\n<li>Break Open My Shells</li>\r\n<li>Nice 2 Me</li>\r\n<li>Never Bend</li>\r\n</ol></p>",,1
249,Brand New by Tomorrow,2006,Brushfire,brushfirerecords.com,B0008351-02,Rock,Brand_New_By_Tomorrow,.brandnewbytomorrow.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Color of Your Blues</li>\r\n<li>Pick Up the Pieces</li>\r\n<li>Summer Blue</li>\r\n<li>Pretend to Sleep</li>\r\n<li>My Loss, You Gain</li>\r\n<li>Everday I Die a Little</li>\r\n<li>Radiate Nothing</li>\r\n<li>Black Butterfly</li>\r\n<li>Nice to Me</li>\r\n<li>Eyes That Ring</li>\r\n<li>Brand New by Tomorrow</li>\r\n</ol></p>",,1
250,Butter 08,1996,Grand Royal,,GR 029,Rock,Butter_08,.butter08.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>9MM</li>\r\n<li>Shut Up</li>\r\n<li>Butter of 69</li>\r\n<li>Dick Serious</li>\r\n<li>How Do I Relax</li>\r\n<li>It\s the Rage</li>\r\n<li>Mono Lisa</li>\r\n<li>What Are You Wearing</li>\r\n<li>Sex Symbol</li>\r\n<li>Degobrah</li>\r\n<li>Hard to Hold</li>\r\n<li>Butterfucker</li>\r\n</ol></p>",,1
251,Sad Sappy Sucker,2001,K,krecs.com,KLP 131,Rock,Sad_Sappy_Sucker,.sadsappysucker.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Worms vs. Birds</li>\r\n<li>Four Fingered Fisherman</li>\r\n<li>Wagon Ride Return</li>\r\n<li>Classy Plastic Lumber</li>\r\n<li>From Point A to Point B&infin;)</li>\r\n<li>Path of Least Resistance</li>\r\n<li>It Always Rains on a Picnic</li>\r\n<li>Dukes Up</li>\r\n<li>Think Long</li>\r\n<li>Every Penny Fed Car</li>\r\n<li>Mice Eat Cheese</li>\r\n<li>Race Car Grin You Ain\t No Landmark</li>\r\n<li>Red Hand Case</li>\r\n<li>Secret Agent X-9</li>\r\n<li>Blue Cadet-3, Do You Connect?</li>\r\n<li>Call to Dial A Song</li>\r\n<li>5-4-3-2-1 Lips Off</li>\r\n<li>Woodgrain</li>\r\n<li>BMX Crash</li>\r\n<li>Sucker Bet</li>\r\n<li>Black Blood &amp; Old Newagers</li>\r\n<li>SWY</li>\r\n<li>Austral Opithecus</li>\r\n<li>Sin Gun Chaser</li>\r\n</ol></p>",,1
252,This Is a Long Drive for Someone with Nothing to Think About,1996,Up,www.uprecords.com,UP 027,Rock,This_Is_a_Long_Drive_for_Someone_with_Nothing_to_Think_About,.longdrive.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Dramamine</li>\r\n<li>Breakthrough</li>\r\n<li>Custom Concern</li>\r\n<li>Might</li>\r\n<li>Lounge</li>\r\n<li>Beach Side Property</li>\r\n<li>She Ionizes &amp; Atomizes</li>\r\n<li>Head South</li>\r\n<li>Dog Paddle</li>\r\n<li>Novocain Stain</li>\r\n<li>Tundra/Desert</li>\r\n<li>Ohio</li>\r\n<li>Exist Does Not Exist</li>\r\n<li>Talking Shit about a Pretty Sunset</li>\r\n<li>Make Everyone Happy/Mechanical Birds</li>\r\n<li>Space Travel Is Boring</li>\r\n</ol></p>",,1
253,The Lonesome Crowded West,1997,Up,www.uprecords.com,UP 044,Rock,The_Lonesome_Crowded_West,.lonesomecrowdedwest.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Teeth Like God\'s Shoeshine</li>\r\n<li>Heart Cooks Brain</li>\r\n<li>Convenient Parking</li>\r\n<li>Lounge (Closing Time)</li>\r\n<li>Jesus Christ Was an Only Child</li>\r\n<li>Doin\' the Cockroach</li>\r\n<li>Cowboy Dan</li>\r\n<li>Trailer Trash</li>\r\n<li>Out of Gas</li>\r\n<li>Long Distance Drunk</li>\r\n<li>Shit Luck</li>\r\n<li>Truckers Atlas</li>\r\n<li>Polar Opposites</li>\r\n<li>Bankrupt on Selling</li>\r\n<li>Styrofoam Boots/It\'s All Nice on Ice, Alright</li>\r\n</ol></p>",,1
254,Building Nothing Out of Something,1999,Up,www.uprecords.com,UP 073,Rock,Building_Nothing_Out_of_Something,.buildingnothing.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p><ol>\r\n<li>Never Ending Math Equation</li>\r\n<li>Interstate</li>\r\n<li>Broke</li>\r\n<li>Medication</li>\r\n<li>Workin\ On Leavin\ the Livin\</li>\r\n<li>All Night Diner</li>\r\n<li>Baby Blue Sedan</li>\r\n<li>A Life of Arctic Sounds</li>\r\n<li>Sleepwalking</li>\r\n<li>Grey Ice Water</li>\r\n<li>Whenever You Breathe Out, I Breathe InPositive Negative)</li>\r\n<li>Other People\s Lives</li>\r\n</ol></p>",,1
255,The Moon & Antarctica,2000,Matador,www.matadorrecords.com,OLE 450,Rock,The_Moon_%26_Antarctica,.moonandantarctica.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>3rd Planet</li>\r\n<li>Gravity Rides Everything</li>\r\n<li>Dark Center of the Universe</li>\r\n<li>Perfect Disguise</li>\r\n<li>Tiny Cities Made of Ashes</li>\r\n<li>A Different City</li>\r\n<li>The Cold Part</li>\r\n<li>Alone Down There</li>\r\n<li>The Stars Are Projectors</li>\r\n<li>Wild Packs of Family Dogs</li>\r\n<li>Paper Thin Walls</li>\r\n<li>I Came as a Rat</li>\r\n<li>Lives</li>\r\n<li>Life Like Weeds</li>\r\n<li>What People Are Made Of</li>\r\n</ol></p>",,1
256,Everywhere and His Nasty Parlour Tricks,2001,Epic,www.epicrecords.com,EK 62104,Rock,Everywhere_and_His_Nasty_Parlour_Tricks,.everywhereandhis.jpeg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Willful Suspension of Disbelief</li>\r\n<li>Night on the Sun</li>\r\n<li>3 Inch Horses, Two Faced Monsters</li>\r\n<li>You\re the Good Things</li>\r\n<li>The Air</li>\r\n<li>So Much Beauty in Dirt</li>\r\n<li>Here It Comes</li>\r\n<li>I Came as a RatLong Walk Off a Short Dock)</li>\r\n</ol></p>",,1
257,Good News for People Who Love Bad News,2004,Epic,www.epicrecords.com,EK 87125,Rock,Good_News_for_People_Who_Love_Bad_News,.goodnews.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Horn Intro</li>\r\n<li>The World at Large</li>\r\n<li>Float On</li>\r\n<li>Ocean Breathes Salty</li>\r\n<li>Dig Your Grave</li>\r\n<li>Bury Me with It</li>\r\n<li>Dance Hall</li>\r\n<li>Bukowski</li>\r\n<li>This Devil\s Workday</li>\r\n<li>The View</li>\r\n<li>Satin in a Coffin</li>\r\n<li>InterludeMilo)</li>\r\n<li>Blame It on the Tetons</li>\r\n<li>Black Cadillacs</li>\r\n<li>One Chance</li>\r\n<li>The Good Times Are Killing Me</li>\r\n</ol></p>",,1
258,Float On,2004,Epic,www.epicrecords.com,,Rock,Float_On_(Modest_Mouse_song),.floaton.jpeg,Record,Single Disc,,Single,7,Domestic,"<p><ol>\r\n<li>Float On</li>\r\n<li>I\'ve Got All (Most)</li>\r\n</ol></p>",,1
259,Live in Chicago, 1999,1999,Jade Tree,www.jadetree.com,JT 1042,Rock,Live_in_Chicago,_1999,.liveinchicago.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>It\'s Easier to Drink on an Empty Stomach than Eat on a Broken Heart</li>\r\n<li>Who\'s Afraid of Elizabeth Taylor?</li>\r\n<li>If It Feels / Good, Do It</li>\r\n<li>Live in Chicago, 1999</li>\r\n<li>(I\'m 5 Senses) None of Them Common</li>\r\n<li>MePlural)</li>\r\n<li>I\'m Certainly Not Pleased with My Options for the Future</li>\r\n<li>When the Parish School Dismisses and the Children Running Sing</li>\r\n<li>Thanks for Chicago, Mr. James</li>\r\n<li>(In Fact I\'m) Pioneering New Emotions</li>\r\n<li>Better De\'d than Read</li>\r\n<li>Sympathy for the Rolling Stones</li>\r\n<li>All Until the Greens Reveal Themselves at Dawn</li>\r\n</ol></p>",,1
260,Plastic Fang,2002,Matador,www.matadorrecords.com,OLE 542,Rock Blues,Plastic_Fang,.plasticfang.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Sweet N Sour</li>\r\n<li>She Said</li>\r\n<li>Money Rock\'n\'Roll</li>\r\n<li>Killer Wolf</li>\r\n<li>The Midnight Creep</li>\r\n<li>Hold On</li>\r\n<li>Down in the Beast</li>\r\n<li>Shakin\' Rock\'n\'Roll Tonight</li>\r\n<li>Over and Over</li>\r\n<li>Mother Nature</li>\r\n<li>Mean Heart</li>\r\n<li>Point of View</li>\r\n</ol></p>",,1
261,Camoufleur,1998,Drag City,www.dragcity.com,DC133,Rock,Camoufleur,.camoufleur.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>The Seasons Reverse</li>\r\n<li>Blues Subtitled No Sense of Wonder</li>\r\n<li>Black Horse</li>\r\n<li>Each Dream Is an Example</li>\r\n<li>Mouth Canyon</li>\r\n<li>A Puff of Dew</li>\r\n<li>Bauchredner</li>\r\n</ol></p>",,1
262,Now I Got Worry,1996,Matador,www.matadorrecords.com,OLE 193,Rock Blues,Now_I_Got_Worry,.nowigotworry.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Skunk</li>\r\n<li>Identify</li>\r\n<li>Wail</li>\r\n<li>Fuck Shit</li>\r\n<li>2Kindsa Love</li>\r\n<li>Love All of Me</li>\r\n<li>Chicken Dog</li>\r\n<li>Rocketship</li>\r\n<li>Dynamite Lover</li>\r\n<li>Hot Shot</li>\r\n<li>Can\'t Stop</li>\r\n<li>Firefly Child</li>\r\n<li>Eyeballin</li>\r\n<li>R.L. Got Soul</li>\r\n<li>Get Over Here</li>\r\n<li>Sticky</li>\r\n</ol></p>",,1
263,Orange,1994,Matador,www.matadorrecords.com,OLE 105,Rock Blues,Orange_(Jon_Spencer_Blues_Explosion_album),.orange.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Bellbottoms</li>\r\n<li>Ditch</li>\r\n<li>Dang</li>\r\n<li>Very Rare</li>\r\n<li>Sweat</li>\r\n<li>Cowboy</li>\r\n<li>Orange</li>\r\n<li>Brenda</li>\r\n<li>Dissect</li>\r\n<li>Blues X Man</li>\r\n<li>Full Grown</li>\r\n<li>Flavor</li>\r\n<li>Greyhound</li>\r\n</ol></p>",,1
264,Extra Width,1993,Matador,www.matadorrecords.com,OLE 052,Rock Blues,Extra_Width,264.extrawidth.jpeg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Afro</li>\r\n<li>History of Lies</li>\r\n<li>Back Slider</li>\r\n<li>Soul Letter</li>\r\n<li>Soul Typecast</li>\r\n<li>Pant Leg</li>\r\n<li>Hey Mom</li>\r\n<li>Big Road</li>\r\n<li>Train #2</li>\r\n<li>Inside the World of the Blues Explosion</li>\r\n<li>The World of Sex</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
265,Public Places,2000,Grand Royal,,GR 089,Rock,,.publicplaces.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>I\'m Not a Model</li>\r\n<li>Public Places</li>\r\n<li>Jim\'s Problem</li>\r\n<li>Don\'t You Believe</li>\r\n<li>No 90210</li>\r\n<li>Comfortable Place</li>\r\n<li>World Over</li>\r\n<li>Feel that Emotion</li>\r\n<li>Scope</li>\r\n<li>Cookies and Cream</li>\r\n<li>No Straight Line</li>\r\n<li>Everything Falls Apart</li>\r\n<li>Stay</li>\r\n</ol></p>",,1
266,The Jon Spencer Blues Explosion,1992,Caroline,www.carolinerecords.com,CAROL 1719,Rock Blues,The_Jon_Spencer_Blues_Explosion_(album),.bluesexplosion.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Write a Song</li>\r\n<li>I.E.V.</li>\r\n<li>Exploder</li>\r\n<li>Rachel</li>\r\n<li>Chicken Walk</li>\r\n<li>White Tail</li>\r\n<li>\'78 Style</li>\r\n<li>Changed</li>\r\n<li>What to Do</li>\r\n<li>Eye to Eye</li>\r\n<li>Eliza Jane</li>\r\n<li>History of Sex</li>\r\n<li>Comeback</li>\r\n<li>Support-A-Man</li>\r\n<li>Maynard Ave.</li>\r\n<li>Feeling of Love</li>\r\n<li>Vacuum of Loneliness</li>\r\n<li>Intro A</li>\r\n<li>Biological</li>\r\n<li>Water Main</li>\r\n</ol></p>",,1
267,Repeater + 3 Songs,1990,Dischord,www.dischord.com,DISCHORD 45,Punk Rock,Repeater_(album),.repeater.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p><ol>\r\n<li>Turnover</li>\r\n<li>Repeater</li>\r\n<li>Brendan #1</li>\r\n<li>Merchandise</li>\r\n<li>Blueprint</li>\r\n<li>Sieve-Fisted Find</li>\r\n<li>Greed</li>\r\n<li>Two Beats Off</li>\r\n<li>Styrofoam</li>\r\n<li>Reprovisional</li>\r\n<li>Shut the Door</li>\r\n<li>Song #1</li>\r\n<li>Joe #1</li>\r\n<li>Break-In</li>\r\n</ol></p>",,1
268,In on the Kill Taker,1993,Dischord,www.dischord.com,DIS 70,Punk Rock,In_on_the_Kill_Taker,.killtaker.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Facet Squared</li>\r\n<li>Public Witness Program</li>\r\n<li>Returning the Screw</li>\r\n<li>Smallpox Champion</li>\r\n<li>Rend It</li>\r\n<li>23 Beats Off</li>\r\n<li>Sweet and Low</li>\r\n<li>Cassavetes</li>\r\n<li>Great Cop</li>\r\n<li>Walken\s Syndrome</li>\r\n<li>Instrument</li>\r\n<li>Last Chance for a Slow Dance</li>\r\n</ol></p>",,1
269,Red Medicine,1995,Dischord,www.dischord.com,DIS90,Punk Rock,Red_Medicine,.redmedicine.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Do You Like Me</li>\r\n<li>Bed for the Scraping</li>\r\n<li>Latest Disgrace</li>\r\n<li>Birthday Pony</li>\r\n<li>Forensic Scene</li>\r\n<li>Combination Lock</li>\r\n<li>Fell, Destroyed</li>\r\n<li>By You</li>\r\n<li>Version</li>\r\n<li>Target</li>\r\n<li>Back to Base</li>\r\n<li>Downed City</li>\r\n<li>Long Distance Runner</li>\r\n</ol></p>",,1
270,End Hits,1998,Dischord,www.dischord.com,DIS 110,Punk Rock,End_Hits,.endhits.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Break</li>\r\n<li>Place Position</li>\r\n<li>Recap Modotti</li>\r\n<li>No Surprise</li>\r\n<li>Five Corporations</li>\r\n<li>Caustic Acrostic</li>\r\n<li>Closed Captioned</li>\r\n<li>Floating Boy</li>\r\n<li>Foreman\s Dog</li>\r\n<li>Arpeggiator</li>\r\n<li>Guilford Fall</li>\r\n<li>Pink Frosty</li>\r\n<li>F/D</li>\r\n</ol></p>",,1
271,The Argument,2001,Dischord,www.dischord.com,DIS 130,Punk Rock,The_Argument,.theargument.jpg,CD,Single Disc,,LP,,Domestic,"<p>\r\n<div><ol>\r\n<li></li>\r\n<li>Cashout</li>\r\n<li>Full Disclosure</li>\r\n<li>Epic Problem</li>\r\n<li>Life and Limb</li>\r\n<li>The Kill</li>\r\n<li>Strangelight</li>\r\n<li>Oh</li>\r\n<li>Ex-Spectator</li>\r\n<li>Nightshop</li>\r\n<li>Argument</li>\r\n</ol></div>\r\n</p>",,1
272,Dry,1992,Indigo,,162-555-001,Rock,Dry_(album),.dry.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Oh My Lover</li>\r\n<li>O Stella</li>\r\n<li>Dress</li>\r\n<li>Victory</li>\r\n<li>Happy and Bleeding</li>\r\n<li>Sheela-Na-Gig</li>\r\n<li>Hair</li>\r\n<li>Joe</li>\r\n<li>Plants and Rags</li>\r\n<li>Fountain</li>\r\n<li>Water</li>\r\n</ol></p>",,1
273,Rid of Me,1993,Island,www.islanddefjam.com,314-514 696,Rock,Rid_of_Me,.ridofme.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Rid of Me</li>\r\n<li>Missed</li>\r\n<li>Legs</li>\r\n<li>Rub \Til It Bleeds</li>\r\n<li>Hook</li>\r\n<li>Man-Size Sextet</li>\r\n<li>Highway \61 Revisited</li>\r\n<li>50ft Queenie</li>\r\n<li>Yuri-G</li>\r\n<li>Man-Size</li>\r\n<li>Dry</li>\r\n<li>Me-Jane</li>\r\n<li>Snake</li>\r\n<li>Ecstasy</li>\r\n</ol></p>",,1
274,Believo!,1999,SeeThru Broadcasting,,MHz 003,Rock,Believo!,.believo.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Rubber Car</li>\r\n<li>Cruel</li>\r\n<li>Conjugate the Verbs</li>\r\n<li>Believo!</li>\r\n<li>Come Into</li>\r\n<li>Matters Gray</li>\r\n<li>Get the Letter Out</li>\r\n<li>World in a Jar</li>\r\n<li>For the Sum of It</li>\r\n<li>Elected</li>\r\n<li>Biofeedback</li>\r\n</ol></p>",,1
275,High Society,2002,Touch and Go,www.touchandgorecords.com,TG 235,Rock,High_Society_(Enon_album),.highsociety.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Old Dominion</li>\r\n<li>Count Sheep</li>\r\n<li>In This City</li>\r\n<li>Window Display</li>\r\n<li>Native Numb</li>\r\n<li>Leave It to Rust</li>\r\n<li>Disposable Parts</li>\r\n<li>Sold!</li>\r\n<li>Shoulder</li>\r\n<li>Pleasure and Privelige</li>\r\n<li>Natural Disasters</li>\r\n<li>Carbonation</li>\r\n<li>Salty</li>\r\n<li>High Society</li>\r\n<li>Diamond Raft</li>\r\n</ol></p>",,1
276,Hocus-Pocus,2003,Touch and Go,www.touchandgorecords.com,TG 249,Rock,Hocus_Pocus_(Enon_album),.hocuspocus.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Shave</li>\r\n<li>The Power of Yawning</li>\r\n<li>Murder Sounds</li>\r\n<li>Storm the Gates</li>\r\n<li>Daughter in the House of Fools</li>\r\n<li>Mikazuki</li>\r\n<li>Candy</li>\r\n<li>Monsoon</li>\r\n<li>Utz</li>\r\n<li>Spanish Boots</li>\r\n<li>Starcastic</li>\r\n<li>Litter in the Glitter</li>\r\n<li>Hocus Pocus</li>\r\n</ol></p>",,1
